gene	chromosome	gene_tss	gene_end
SLC25A4	4	185143266	185150382
EMX2	10	117542746	117549546
RTP3	3	46497976	46500950
ARHGAP26	5	142770377	143229011
CFAP97	4	185204000	185209504
KCNK12	2	47570985	47570985
AC005871.1	10	117572457	117572457
LRRC2	3	46566302	46580099
AL356419.1	10	117579854	117593896
LINC02674	10	117734510	117753329
MSH2-OT1	2	47527008	47535199
AC079250.1	2	47691246	47691246
AL513324.1	10	117831244	117831244
SNX25	4	185204237	185370185
AC004594.1	7	122328469	122440388
MYOM3-AS1	1	24066774	24083565
NEMP1	12	57078763	57088063
RAB11FIP2	10	118046941	118046941
IL22RA1	1	24143140	24143140
LRRC2-AS1	3	46557398	46559694
TDGF1	3	46574534	46582457
AC006463.1	7	122676580	122676811
RPS26P31	7	122681315	122681662
AC022395.1	10	118017487	118045810
NAB2	12	57089043	57095476
IFNLR1	1	24187289	24187959
RNF133	7	122699117	122699117
CASC2	10	118046279	118210158
RNF148	7	122702922	122702922
AC004986.1	7	122849746	122850352
MSH6	2	47695530	47810063
TAS2R16	7	122995700	122995700
AC104304.2	3	46581150	46617226
AC073311.1	7	123103589	123103589
FAM240A	3	46612435	46626543
AC104304.3	3	46661507	46661507
SLC13A1	7	123199969	123199972
AC104304.1	3	46650510	46650590
STAT6	12	57111362	57132139
C19orf33	19	38304251	38305006
LINC02800	1	24200240	24211693
GRHL3-AS1	1	24321901	24321901
ALS2CL	3	46693679	46693704
AL354863.1	10	118241555	118267710
KCNK6	19	38319845	38332076
LYPLA1P1	7	123230741	123230741
LRP2BP	4	185378998	185395899
IQUB	7	123534595	123535077
CATSPERG	19	38335775	38370943
FAM204A	10	118342324	118342328
GRHL3	1	24319357	24364482
ARHGAP26-AS1	5	142868910	142868922
AC008533.1	5	142947105	142947105
ARHGAP26-IT1	5	143192500	143194166
AC112722.1	4	185370725	185390928
ANKRD37	4	185396021	185400628
NR3C1	5	143403686	143435512
UFSP2	4	185425979	185425979
RNU6-22P	16	69175777	69175777
AC073323.1	7	123456629	123459856
RNU6-296P	7	123458094	123458094
LINC00867	10	118357108	118398468
NDUFA5	7	123557780	123557904
SLC25A18P1	10	118572871	118573620
PRLHR	10	118595648	118595648
AC026474.1	16	69240549	69241929
TOMM22P5	10	118643760	118644198
AC026464.4	16	69299682	69322700
CACUL1	10	118726385	118755249
VPS4A	16	69311350	69326939
C4orf47	4	185426249	185449826
STPG1	1	24413782	24416934
AL139407.1	10	118693535	118693535
AL157388.1	10	119003884	119029544
COG8	16	69328666	69339583
RPL17P36	10	118872602	118872602
LDHAP5	10	118933295	118933295
CCDC110	4	185471694	185471752
NANOS1	10	119029714	119033730
NME2P2	2	47705468	47705979
EIF3A	10	119080817	119080823
AC006509.1	2	47732035	47732035
PDF	16	69330588	69330588
AC026464.6	16	69334871	69334871
AC026464.3	16	69356306	69356306
AC005625.1	19	38362484	38362484
AC026464.1	16	69351729	69351730
PSMD8	19	38374536	38383824
NIP7	16	69337996	69343106
TMIE	3	46694528	46710886
AC109583.1	3	46812574	46812574
PRSS50	3	46717869	46717869
FBXO11	2	47809251	47906498
ASB15	7	123567010	123639481
PRSS46P	3	46736429	46736429
AC106897.1	4	185471461	185507055
PRSS45P	3	46744755	46750891
NIPAL3	1	24415802	24472976
TMED6	16	69351786	69351786
AC109583.4	3	46812558	46812558
PDLIM3	4	185535507	185535507
PRSS43P	3	46756857	46756857
AC109583.2	3	46798123	46798390
PRSS44P	3	46812486	46812486
GGN	19	38388034	38388082
ASB15-AS1	7	123624582	123624957
Z99289.1	6	112154765	112166476
TERF2	16	69386007	69408571
PRSS42P	3	46833823	46834095
LMOD2	7	123655866	123664290
RNU6-1226P	6	112196546	112196546
Z99289.2	6	112219570	112219570
Z99289.3	6	112234758	112234758
LAMA4-AS1	6	112236093	112307009
WASL	7	123749003	123749003
AC005789.1	19	38385522	38386759
MYL3	3	46863444	46882172
SPRED3	19	38388421	38399587
SNORA19	10	119060138	119060138
AL355598.1	10	119061111	119061111
AL355598.2	10	119093140	119093341
AL365214.2	6	112236806	112350094
DENND10	10	119104086	119137984
WASL-DT	7	123749068	123751166
AL365214.1	6	112326749	112326749
RNU6-11P	7	123790711	123790711
RFPL4B	6	112347330	112351294
HYAL6P	7	123814139	123829252
RPSAP45	6	112356714	112356714
KRT18P65	6	112362722	112362722
HYAL4	7	123828983	123877481
FEM1AP3	6	112367444	112367444
AL365214.3	6	112396364	112396364
RCAN3AS	1	24502360	24535400
FAM98C	19	38403135	38409088
AL357514.1	6	112481636	112481636
PA2G4P5	6	112617880	112617880
AL360085.1	6	112825939	112826470
RNU6-1163P	6	112971493	112971599
AL360015.1	6	112988311	113084454
FCF1P10	6	113010937	113011415
AL049695.1	6	113129707	113140870
SOCS5P5	6	113222166	113224072
CYB5B	16	69424619	69466264
AL589684.1	6	113367944	113367944
LINC02518	6	113433421	113433555
SPAM1	7	123925237	123971414
AL513123.1	6	113531118	113543793
RPS27AP11	6	113581501	113581947
RCAN3	1	24502351	24541040
LINC02541	6	113650090	113650090
RPL36AP15	2	47798091	47798091
RPS27AP7	2	47883455	47883909
AC079807.1	2	47905678	47907810
FO393415.2	6	113837368	113837368
FO393415.1	6	113839279	113839621
MARCKS	6	113857345	113863475
PTH1R	3	46877721	46903799
MROCKI	6	113873351	113873351
AC092650.1	2	48314206	48314224
AC026464.5	16	69444290	69444290
AC026464.2	16	69463844	69466264
LINC02880	6	113904138	113921642
AC004690.1	7	123932132	123932459
SFXN4	10	119156756	119165714
NFAT5	16	69565094	69704666
AC004690.2	7	123994622	124027659
PPIAP62	2	47940218	47940218
HDAC2	6	113971148	114011308
VN1R18P	2	47989625	47990526
RN7SKP224	2	48217575	48217899
RPL7P21	5	143332605	143333239
TMEM229A	7	124033067	124033067
AC091925.2	5	143375883	143375883
SORBS2	4	185611980	185956652
AC091925.1	5	143406959	143407420
AC016598.1	5	143531350	143531350
RASGRP4	19	38426197	38426305
AC016598.2	5	143559219	143598434
AC006148.1	7	124032205	124489572
FOXN2	2	48314637	48379295
RNU7-156P	5	143542587	143542587
AC008696.2	5	143605628	143828772
MIR5197	5	143679860	143679971
AC008696.1	5	143752704	143752704
HMHB1	5	143812161	143820719
RN7SL87P	5	144140879	144141166
YIPF5	5	144170659	144170714
AC006148.2	7	124288852	124288852
AC004930.1	7	124349860	124349860
SSU72P8	7	124476371	124476955
AC005521.1	7	124480524	124481395
RNU4-49P	2	48340826	48340826
AC093635.1	2	48440597	48440597
RNU6-102P	7	124647719	124647822
AC004925.1	7	124745017	124745017
GPR37	7	124765792	124765792
C7orf77	7	124790689	124790689
NCMAP-DT	1	24556024	24556024
PRDX3	10	119178812	119178812
NCMAP	1	24556087	24609328
AL445686.1	1	24563627	24563974
POT1	7	124929825	124929983
PPP1R21	2	48440598	48515391
KCTD16	5	144170873	144485686
AC008652.1	5	144369334	144385310
AC109441.1	5	144468471	144468471
CKS1BP5	5	144439206	144439478
AC008716.1	5	144522140	144522988
RN7SKP246	5	144535670	144535670
AC132803.1	5	145228982	145228982
NAMPTP2	5	145005789	145005789
ASS1P10	5	145228811	145230054
AC137770.1	5	145381670	145381670
AC008700.1	5	145429849	145451108
SRRM1	1	24631716	24673281
GRK5	10	119207571	119459745
PRELID2	5	145765000	145835369
GRK5-IT1	10	119208531	119211760
RN7SL749P	10	119212857	119213146
AL583824.1	10	119335957	119336182
AC109583.3	3	46918935	46918935
MIR4681	10	119377972	119378043
AC011411.1	5	145729349	145729349
RGS10	10	119527477	119542719
HDAC2-AS2	6	113969701	114471705
GRXCR2	5	145873011	145937126
CCDC12	3	46981982	46982010
SH3RF2	5	145936578	146081791
AC012468.1	10	119562530	119562530
TIAL1	10	119596495	119597029
NUDT19P3	6	114020483	114020483
HS3ST5	6	114343045	114343045
AC005351.1	5	145997218	145998003
PLAC8L1	5	146105577	146105577
RPSAP43	6	114084792	114084792
RNA5SP213	6	114220786	114220786
DNAJA1P4	6	114350648	114350648
AL138830.2	6	114488681	114488752
AL138830.1	6	114545295	114545335
AC091887.1	5	146099406	146120412
AL590550.1	6	114822994	115002280
RNU6-475P	6	114866976	114866976
AL606845.1	6	115358752	115358752
LINC02534	6	115643916	115643916
FRK	6	116060891	116060891
NBEAL2	3	46979666	47009704
AL357141.1	6	116033901	116046753
LARS1	5	146143538	146182696
TPI1P3	6	116038756	116039495
AL445648.1	1	24704894	24717596
RNU6-282P	2	48502024	48502024
NT5DC1	6	116100853	116249497
CLIC4	1	24745447	24844321
STON1	2	48529383	48598513
RNU6-1208P	1	24777979	24777979
RUNX3	1	24930276	24965121
COL10A1	6	116125900	116158747
LRP1	12	57128493	57213361
MIR6731	1	24919416	24919416
NIP7P3	6	116137572	116137572
RUNX3-AS1	1	24961345	24963097
AL050331.2	6	116244728	116244728
AL445471.1	1	24970865	24970865
TSPYL4	6	116254075	116254075
MIR4425	1	25023503	25023586
LINC02793	1	25041136	25047404
RAD1P1	10	119621068	119621880
RPS8P4	10	119638456	119639082
AL050344.1	1	25113119	25113120
BAG3	10	119651380	119677819
IFITM3P7	1	25125454	25125454
DSE	6	116254173	116444861
AL031432.1	1	25208139	25209437
TXNP1	10	119683823	119683823
SYF2	1	25232502	25232502
STON1-GTF2A1L	2	48529925	48776517
INPP5F	10	119726042	119829147
MIR1538	16	69565868	69565868
AC009032.1	16	69632141	69632571
AC012321.1	16	69703065	69704652
NQO1	16	69726506	69726668
AL031432.4	1	25232586	25234775
AL031432.5	1	25239494	25240253
AL050331.1	6	116259115	116259115
TSPYL1	6	116279887	116279930
Z84488.1	6	116399395	116463696
CBX3P9	6	116453565	116453565
KRT18P22	6	116458669	116458669
RSRP1	1	25247454	25338213
CALHM6-AS1	6	116463692	116463692
CALHM6	6	116461370	116463771
AL445224.1	6	116492297	116497099
TRAPPC3L	6	116512343	116545684
NRADDP	3	47010824	47013465
CALHM5	6	116511639	116524788
CALHM4	6	116529013	116558868
SETD2	3	47123787	47164113
POT1-AS1	7	124929873	125482966
AL031432.3	1	25247837	25248321
RWDD1	6	116571504	116597675
AL031432.2	1	25267136	25267136
LRP1-AS	12	57147619	57147619
MIR1228	12	57194504	57194576
NXPH4	12	57216794	57226449
AC092115.2	16	69709874	69710583
AC092115.3	16	69727013	69742563
RN7SL846P	10	119768247	119768538
PHACTR2P1	10	119815958	119816642
AL133461.1	10	119818866	119819133
NOB1	16	69754926	69754926
AC137834.2	12	57230198	57230198
MCMBP	10	119872754	119892556
SHMT2	12	57229711	57234935
GTF2A1L	2	48617798	48733148
EEF1GP1	7	125033453	125035301
SEC23IP	10	119892730	119944657
MRPL57P3	3	47028855	47029030
KIF9-AS1	3	47164186	47246601
LINC02830	7	125153611	125153611
AC019155.1	7	125160547	125160547
AC092115.1	16	69757937	69757937
AC019155.2	7	125264291	125264291
AC010099.1	7	125300878	125300878
WWP2	16	69762332	69941741
AC010099.2	7	125344969	125345377
PPIAP93	7	125345825	125346197
AC003975.1	7	125917871	125933832
AC000372.1	7	126378970	126424185
RSPH4A	6	116616479	116632985
KIF9	3	47283451	47283451
GRM8	7	127252941	127253093
ZUP1	6	116646258	116668794
MIR4682	10	119958513	119958592
NACAP2	10	119997709	119997709
AL355298.1	10	120070159	120070159
RPL21P16	10	120355183	120355183
KPNA5	6	116681187	116741867
AC073587.1	10	120434983	120440376
PLPP4	10	120457227	120592065
AC073082.1	2	48755724	48755724
LINC01561	10	120597949	120600124
AC023282.1	10	120817815	120825317
TPT1P11	2	48633353	48633353
RYR1	19	38433699	38587564
FAM162B	6	116765719	116765719
WDR11-AS1	10	120851209	120851457
GPRC6A	6	116829083	116829083
LHCGR	2	48755724	48755730
AL391425.1	10	120842521	120845146
AC002057.2	7	126495312	126531336
AC000374.1	7	126511135	126512879
WDR11	10	120851362	120909524
AC002057.1	7	126533665	126537295
AC000367.1	7	126870532	126870532
AC000362.1	7	126980967	126981778
MIR592	7	127058184	127058184
GRM8-AS1	7	127215127	127229927
PRELID3BP10	7	127295620	127296203
RFX6	6	116877212	116932161
SLC1A2-AS1	11	35281813	35286009
AC090625.1	11	35374265	35374474
AC090625.2	11	35419057	35421002
ZNF800	7	127373565	127431924
MIR140	16	69933081	69933180
CLEC18A	16	69950907	69964452
RPS29P13	6	117048838	117048838
RNA5SP214	6	117060682	117060799
Z98880.1	6	117264817	117264817
VGLL2	6	117265558	117273565
AC093797.1	4	185587909	185594003
ELOBP3	2	48780602	48780895
AC108472.1	4	185665885	185675417
AC009975.1	2	48809340	49419013
PAMR1	11	35525623	35530300
AC104805.1	4	185757048	185757048
CTBP2P5	2	48916530	48916530
AC096659.1	4	185918140	185919460
RNU4-64P	4	186026586	186026586
TLR3	4	186069156	186088073
RHD	1	25272393	25330445
ROS1	6	117425855	117425942
SNORD13P3	3	47250626	47250626
FSHR	2	49154515	49154527
KLHL18	3	47282917	47346816
FAM149A	4	186104419	186172667
AC000123.2	7	127350293	127350293
AC000123.1	7	127350128	127351523
AC104447.1	3	47346950	47349073
AC000123.3	7	127364759	127364759
AC099778.1	3	47380999	47380999
AC000124.1	7	127476883	127485804
GCC1	7	127585596	127593611
PTPN23	3	47381011	47413435
ARF5	7	127588411	127591700
AC010998.2	10	120880667	120880667
AC010998.1	10	120980700	120980700
AC010998.3	10	120985596	120985596
RPL19P16	10	121133723	121133723
LINC01153	10	121178700	121185966
RN7SKP167	10	121410916	121411200
MIR548BA	2	49059603	49059658
AC009975.2	2	49451896	49451896
RNU6-439P	2	49233899	49233899
AC009971.1	2	49563388	49595126
RN7SKP18	6	117299364	117299638
RN7SKP51	6	117301455	117301758
RPL7P13	2	49878623	49879363
AL132671.2	6	117573571	117573571
AC026468.1	16	69975238	69975344
PDXDC2P-NPIPB14P	16	70065948	70065948
FGFR2	10	121598444	121598458
RAP1BP3	6	117431591	117432442
AL132671.1	6	117453525	117453525
DCBLD1	6	117453817	117569858
NDUFA4L2	12	57237338	57240715
STAC3	12	57251184	57251188
SCAP	3	47475937	47477126
FSCN3	7	127591409	127602144
NPIPB14P	16	69996188	69996188
AL135934.1	11	35585310	35585310
FJX1	11	35618460	35620865
PDXDC2P	16	70065776	70065945
RNU6-253P	6	117457838	117457838
AL138812.1	11	35656694	35661339
GOPC	6	117602511	117602542
TRIM44	11	35662775	35818007
PAX4	7	127615726	127618142
MIR1972-2	16	70030346	70030422
AC009022.1	16	70079624	70079624
AC090692.2	11	35824192	35838523
KRT18P14	11	35861498	35861498
PDPR	16	70114332	70162537
AC090692.3	11	35894987	35897735
AC090692.1	11	35918718	35918739
LDLRAD3	11	35943981	36232136
RPL35AP16	5	146137755	146138381
RPL35AP17	5	146138771	146139008
AC091959.1	5	146203550	146339251
AC137834.1	12	57296484	57296484
RBM27	5	146203605	146289223
R3HDM2	12	57297033	57431005
AL136146.1	11	35968676	35968676
NEPNP	6	117633706	117645087
AL136146.2	11	35972428	35989007
NUS1	6	117675469	117710727
RPL12P31	11	35997675	35997675
NRXN1	2	51032132	51225575
MIR3973	11	36010098	36010204
AC129502.1	11	36196248	36197901
SLC35F1	6	117907264	118317676
COMMD9	11	36273359	36289449
AL450405.1	6	117998975	117999448
RNU7-180P	5	146245253	146245253
AL589993.1	6	118454992	118454992
AC011396.2	5	146376963	146376963
POU4F3	5	146338839	146341728
CEP85L	6	118651591	118710075
AC073934.1	7	127652012	127652012
AC099778.2	3	47469777	47469987
AC011396.3	5	146376219	146376219
AC011396.1	5	146400981	146407359
AC067969.2	19	38528555	38528555
SND1	7	127652194	128092609
AC067969.1	19	38537128	38537128
TCERG1	5	146447311	146511961
ELP6	3	47513712	47513712
AC104070.1	4	186130021	186130155
RPSAP70	4	186157896	186158843
ORAOV1P1	4	186171257	186171257
AC009060.1	16	70173483	70173483
FLJ38576	4	186191490	186191490
PRR5L	11	36296288	36465204
CYP4V2	4	186191567	186213463
CLEC18C	16	70173322	70187361
KLKB1	4	186208979	186258471
AC006529.1	7	127858488	127858488
SND1-IT1	7	127997597	128000077
BRD7P3	6	118501430	118502906
LRRC4	7	128031437	128032107
PLN	6	118548296	118561716
Z99496.1	6	118565660	118576840
SSXP10	6	118589070	118589634
MIR593	7	128081861	128081960
SELENOKP3	6	118757518	118783420
MIR129-1	7	128207872	128207943
BOLA2P2	3	47499841	47500407
LEP	7	128241278	128257629
AC087277.1	11	36323440	36323440
RN7SL870P	3	47560524	47560524
AC087277.2	11	36386521	36388250
RNU6-879P	12	57415296	57415403
AC009656.1	11	36426122	36426122
AC126614.1	12	57431116	57433935
MCM9	6	118935162	118935162
AC018635.2	7	128264889	128264889
INHBC	12	57434784	57452062
TRAF6	11	36510272	36510272
CSPG5	3	47578133	47580792
INHBE	12	57452323	57459280
RBM28	7	128343908	128343908
AC022506.2	12	57462818	57462818
GLI1	12	57459785	57472268
AC061999.1	11	36510361	36510537
RAG1	11	36510709	36593156
F11	4	186266189	186289681
RAG2	11	36598232	36598279
ASF1A	6	118894152	118909171
AC011375.1	5	146510116	146510271
GPR151	5	146516190	146516190
SMARCC1	3	47781893	47782106
AL137009.1	6	118934770	119182745
AC008728.1	5	146563226	146617004
FAM184A	6	118975988	119149387
PPP2R2B	5	146878642	147084784
AC018635.1	7	128306649	128307678
RNU7-27P	7	128344081	128344142
PRRT4	7	128361604	128361685
IFTAP	11	36594369	36675695
F11-AS1	4	186500997	186500997
ARHGAP9	12	57476641	57488814
AC008649.1	19	38596346	38601694
AC109517.1	4	186326302	186336662
SLC25A5P6	4	186329601	186329601
AC018709.1	4	186555328	186555328
RNU6-1055P	4	186501109	186501215
MTNR1A	4	186555567	186555567
IMPDH1	7	128405865	128410252
FAT1	4	186723856	186726722
AC112512.1	3	47604677	47604677
HIGD2AP2	3	47663626	47663934
AC009060.2	16	70202354	70202459
SMG1P7	16	70221294	70246612
DHX30	3	47802909	47850195
EXOSC6	16	70251940	70251940
AC107050.1	4	186701579	186704086
AC108865.1	4	186890969	186892366
AC108865.2	4	186892552	186892983
MRPS36P2	4	186900540	186900838
AARS1	16	70289317	70289707
AC110772.1	4	187027451	187027451
AC110772.2	4	187005944	187060930
AC108046.1	4	187201894	187201894
LINC02374	4	187201986	187209346
AC104042.1	11	36696317	36697867
AC061997.1	11	37702220	37702220
RPL7AP56	11	37725666	37726456
AC097652.1	4	187309682	187309682
LINC02760	11	37938601	37954663
LINC02514	4	187370648	187371921
AC103798.1	11	38014141	38014141
LINC02515	4	187408232	187415748
LRRC6P1	11	38211389	38212799
AC093763.2	4	187444298	187444298
AC021713.1	11	38498995	38500186
AC093763.1	4	187517208	187517208
RNA5SP196	5	146586200	146586200
LINC02759	11	38646348	38646384
RN7SL791P	5	146656695	146656695
LINC02492	4	187646367	187672755
KRT8P48	5	146707600	146707600
PPP2R2B-IT1	5	146919506	146919506
AC010251.1	5	147093259	147097240
STK32A-AS1	5	147234859	147234859
LINC01493	11	38646451	38686323
STK32A	5	147234963	147387855
AC021723.2	11	39161638	39161638
AC021723.1	11	39161453	39161967
RNU6-99P	11	39261107	39261213
AC021749.1	11	39873782	39874388
AC021820.1	11	40084517	40084517
AC080100.1	11	40112599	40112599
AC097521.1	4	187613745	187712329
LRRC4C	11	40294114	41459773
ADAM20P3	4	187748199	187748199
AC108073.3	4	187963345	187963345
AC108073.1	4	187970273	187971284
ZFP42	4	187995771	188005046
AC090720.1	11	40513269	40513269
RNU6-365P	11	41123012	41123012
AC090138.1	11	41394595	41426504
AC068725.1	2	50324643	50345598
LINC02741	11	41714448	41714492
MTCO1P42	2	50589415	50589415
TRIML2	4	188105593	188109603
AC009234.1	2	50620963	50632993
MIR8485	2	50696262	50696262
AC007560.1	2	50829678	50829678
DPYSL3	5	147453959	147510068
AC021006.1	11	41538434	41538986
AC026318.1	3	47818005	47818128
MIR1226	3	47849555	47849629
AC021006.2	11	41660030	41660221
AC007682.1	2	51011777	51016950
LINC01499	11	41714534	41857733
AC007402.1	2	51032601	52407917
AC007402.2	2	51441959	51455913
AC023442.1	11	41797543	41797964
KNOP1P3	2	51511058	51511483
CRYGGP	2	51775402	51775402
AC023442.3	11	41855920	41875997
AC097463.1	2	51925833	51925833
CCDC12P1	2	51927362	51927362
AC023442.2	11	41876634	41877078
AC079304.1	2	52022435	52022435
LINC02745	11	42085497	42163851
ZNF863P	2	52071355	52077197
MIR548B	6	119069143	119069143
AL022722.2	6	119159297	119159476
MAP4	3	47909267	48089272
MAN1A1	6	119349761	119349761
AC108073.2	4	188106558	188106914
RNU6-173P	4	188121634	188121634
LINC02740	11	42239819	42253721
LINC01867	2	52370602	52390056
TRIML1	4	188139441	188147743
GGCTP3	2	52474411	52474411
AL022722.1	6	119269714	119269714
AC139712.1	2	52500752	52500752
RNU6-194P	6	119327281	119327385
AL078600.1	6	119349920	119391829
MARS1	12	57475445	57517569
CRTC1P1	2	52570648	52572522
MIR3144	6	120015179	120015257
AL096854.1	6	120462511	120706789
RNU6-214P	6	120526400	120526400
AC109810.1	11	42939775	42939998
FTH1P6	2	52629743	52630078
RNA5SP215	6	120686621	120686742
AC009643.2	11	43065932	43065932
COX6A1P3	6	120781220	120781512
AC138781.1	4	188143379	188143379
AL357513.1	6	120840733	120845475
AC009643.1	11	43066076	43066076
MIR4431	2	52702615	52702615
LINC02434	4	188160065	188161157
HNRNPKP3	11	43269393	43269393
AC010967.1	2	52961452	52961452
TBC1D32	6	121237062	121334745
AC010967.2	2	52864235	52866631
AC010967.3	2	52883243	52883455
AC069157.2	2	53470629	53470629
AC069157.1	2	53486280	53486280
AC093789.1	4	188350024	188350024
AC011373.1	5	147401760	147401996
JAKMIP2-AS1	5	147559994	147662009
JAKMIP2	5	147782542	147782775
API5	11	43311963	43344529
AC008649.2	19	38693606	38693606
CAPN12	19	38735410	38769904
ASB3	2	53765549	53860160
AC093909.3	4	188630924	188631747
AC093909.5	4	188713644	188715442
RNU7-192P	4	188716725	188716725
AC093909.1	4	188738373	188739494
AC093909.6	4	188741281	188741281
